customer_id,first_name,last_name,email,phone,address,city,state,zip_code,country,registration_date,customer_segment,is_active
1362,Kathleen,Weaver,lgibson@example.com,540-719-8928x914,4256 Maria Place,Draketown,New York,91407,USA,2025-03-05,Standard,True
1363,Christopher,Blake,tanya75@example.org,240.774.9185,405 Mack Mall,Christianton,Montana,81349,USA,2024-02-19,Basic,True
1364,Dorothy,Newman,davisstacey@example.net,(697)837-2530x315,94428 Hailey Glens Apt. 092,North Bailey,Arkansas,62389,USA,2025-04-12,Standard,True
1365,Tyler,Smith,gabrielle90@example.org,743.729.2620,562 Lawson Landing Suite 578,Port Tracey,Iowa,78396,USA,2024-08-08,Premium,False
1366,Carrie,Mejia,charleslane@example.com,488-285-7878,2839 Stone Bridge Apt. 898,Cervantesshire,Wyoming,89684,USA,2025-03-13,Standard,True
1367,Kelly,Campos,wallkaren@example.com,(925)767-0327x18875,802 Todd Shore,North Johnny,Pennsylvania,06660,USA,2025-12-21,Basic,False
1368,Steven,Roberts,chenmargaret@example.net,977-539-2024x440,718 David Falls,Port Jamesfurt,New York,24068,USA,2025-05-21,Basic,True
1369,Erin,Banks,omontgomery@example.com,(261)966-6471,2756 Taylor Squares,New Johnborough,Alabama,85883,USA,2024-02-06,Standard,False
1370,Charles,Hughes,gregoryrivera@example.net,2078416643,2831 Henry Forest,Port Vickie,Missouri,97426,USA,2024-08-15,Standard,False
1371,Valerie,Wells,jameskrystal@example.org,(273)277-8892x14181,90847 Jessica Shoal Apt. 705,Nelsonchester,West Virginia,43891,USA,2025-03-26,Standard,True
1372,Crystal,Gibson,shannon03@example.net,267.559.4791,486 Martin Trail Apt. 804,Maryborough,Kentucky,28292,USA,2024-02-21,Basic,True
1373,Joseph,Meyers,anthonyford@example.org,7025675547,1638 Matthew Cove Suite 230,Port Lisa,North Carolina,21977,USA,2024-04-11,Basic,True
1374,Thomas,Rosario,rfrye@example.org,3803480886,8044 Brian Island,Livingstonberg,Colorado,13598,USA,2024-05-15,Basic,True
1375,Sean,Park,smithalyssa@example.org,+1-376-363-5215x26737,0686 Hill Street,Craigfort,Kansas,46365,USA,2025-12-12,Basic,False
1376,Catherine,Collins,james74@example.org,325-877-6899x77395,32370 Joseph Stream Apt. 950,Flynnland,Minnesota,84928,USA,2025-09-20,Basic,True
1377,Connor,Bishop,ochandler@example.net,823.304.7725,9533 Davis Crossroad,South Jacobhaven,Colorado,42563,USA,2025-08-13,Standard,True
1378,Heather,Ortiz,stanleylatasha@example.org,5986051834,3568 Heather Pike,Ramosbury,Maine,64364,USA,2024-05-24,Basic,True
1379,Kenneth,Haynes,padillasteven@example.org,987-643-0964,326 Jessica Pike,Johnsonburgh,Pennsylvania,44488,USA,2024-04-22,Standard,False
1380,Robert,Jackson,hawkinsmichael@example.net,(762)377-3312,876 Walker Avenue,Laurenmouth,West Virginia,33571,USA,2024-08-22,Premium,True
1381,Samantha,Mcdonald,jennifer24@example.com,+1-968-351-6921x751,2845 Day Burgs,Adriantown,Minnesota,58123,USA,2024-08-21,Premium,True
1382,Felicia,Fletcher,washingtonrobert@example.net,984.513.8312x760,9482 Samantha Lake,West Margaret,Wisconsin,71421,USA,2025-03-24,Basic,True
1383,David,Salas,nicholeroman@example.com,376-354-6141,147 Ashley Shore,Lake Garyshire,North Carolina,85995,USA,2024-08-02,Basic,False
1384,Shelia,Edwards,juan01@example.org,271.327.7156x853,4794 Rhonda Alley Apt. 089,East Ashlee,Arizona,53238,USA,2024-08-23,Standard,True
1385,Maria,Jacobs,vnguyen@example.com,8297376452,80238 Flores Fall Suite 008,West Bethanytown,Texas,16245,USA,2025-12-03,Standard,False
1386,Alicia,Arnold,smithjohn@example.org,937-382-8687x22030,169 Sheila Ford,Grayfurt,Hawaii,15292,USA,2024-11-12,Basic,False
1387,Joseph,Bailey,cantrellvictoria@example.org,502.772.9294x286,9263 Newman Grove,Michaelland,Arkansas,80373,USA,2024-05-21,Basic,False
1388,Kelsey,Francis,michaelsweeney@example.net,(372)283-4638x916,8753 Helen Drive Suite 149,Port Nancyport,California,56677,USA,2025-01-30,Basic,True
1389,Ashley,Burton,deniselopez@example.net,001-489-614-5481x18917,487 Matthews Canyon Apt. 926,New Rhonda,North Dakota,52645,USA,2024-10-28,Standard,True
1390,Jessica,Pittman,bdouglas@example.org,+1-505-770-1974,2925 Vang Square Suite 680,Rogertown,Alabama,14124,USA,2024-10-22,Premium,True
1391,Heather,Hart,kimberlyjames@example.org,224-894-7002x519,44609 Lamb Mountains Suite 248,Washingtonmouth,Missouri,32327,USA,2025-12-30,Basic,True
1392,Susan,Raymond,mathewanderson@example.net,+1-209-610-0634x741,22305 Hutchinson Motorway,East Tracey,Nevada,73280,USA,2025-09-25,Premium,True
1393,Denise,Lopez,cgray@example.com,001-855-825-8685x6850,782 Collins Pass Suite 130,North Gregorystad,Kentucky,53612,USA,2025-06-13,Basic,False
1394,Joseph,Allison,justinhowell@example.com,(394)684-4704,56337 Ronald Isle Apt. 181,Wongborough,Ohio,85034,USA,2025-01-09,Standard,False
1395,Melissa,Cox,mark42@example.org,001-981-933-2419,80167 Phillips Viaduct,South Brett,Kentucky,72001,USA,2025-05-31,Premium,True
1396,Teresa,Cline,cassandra71@example.com,969.847.4934,861 Welch Course,Trujillofurt,Maryland,95813,USA,2024-10-04,Premium,True
1397,Alexandra,Brown,jaime96@example.net,721-979-0053x12605,28459 Medina Mills Suite 955,Lake Georgehaven,Colorado,30273,USA,2024-02-28,Premium,True
1398,Tyler,Allen,danielmeyer@example.net,459.541.2345,8024 Flores Parks,North Katieburgh,Vermont,61479,USA,2024-08-29,Standard,True
1399,Kelsey,Cook,candice86@example.org,(470)323-1740,0763 Hill Fords,Erintown,Idaho,85639,USA,2025-12-21,Standard,False
1400,Julie,Waller,johnrichardson@example.com,462-398-7025,143 Dickerson Court Suite 236,Bradleyport,Ohio,48167,USA,2024-06-12,Basic,True
1401,Paul,Schultz,lynnfrey@example.com,572-224-0553x0611,5892 Cox Roads,East Joseph,North Carolina,64964,USA,2024-02-29,Standard,True
1402,Karen,Barnes,jefferydiaz@example.com,(938)659-8182x8439,800 Moran Overpass Apt. 380,Hansonberg,Montana,83032,USA,2024-11-29,Standard,True
1403,Aaron,Nunez,torresstephen@example.com,7172505665,8697 Frank Extension Suite 204,North Bryan,Kansas,90966,USA,2024-03-22,Standard,False
1404,Audrey,Dillon,ephelps@example.org,001-836-335-9114x2028,32861 Smith Trail,Lake Keith,Michigan,39553,USA,2024-05-17,Premium,True
1405,Dustin,Rojas,georgeallen@example.org,420.400.1327,350 Bradley Station Apt. 532,Teresaville,South Dakota,64030,USA,2024-12-17,Basic,True
1406,Ivan,Ramirez,ricky76@example.com,3896779536,307 Carla Lock,East Nicholas,Florida,64091,USA,2024-06-26,Standard,True
1407,Renee,Griffith,rodney26@example.org,936.529.2459x8977,438 Caleb Meadows,New Ernest,Idaho,21553,USA,2025-03-19,Standard,False
1408,Melissa,Gonzalez,gonzalezsheila@example.com,(223)659-0627,144 George Junction,East Brittany,Georgia,33483,USA,2025-10-23,Premium,False
1409,Mike,Ramos,boydmadison@example.net,593.550.4629,1535 Jared Pike Suite 895,Lake Rebeccatown,Michigan,32260,USA,2025-09-16,Standard,False
1410,Antonio,Fowler,matthew75@example.net,(908)225-7232x300,86948 Long Motorway Suite 752,West Amystad,Tennessee,50416,USA,2025-12-08,Premium,False
1411,Michael,Hawkins,qduncan@example.org,802.452.5411x055,26676 Kristi Port Suite 059,Turnerton,Kansas,26765,USA,2024-12-27,Basic,False
1412,Lorraine,Jackson,megan53@example.net,(606)554-3261,37152 Lee Crest Apt. 915,Fergusontown,South Carolina,97121,USA,2024-11-11,Standard,True
1413,John,Donaldson,burgessjacob@example.com,(264)897-4787,644 William Road Apt. 070,Warrenton,Washington,09569,USA,2025-08-24,Standard,True
1414,Benjamin,Taylor,alexandra05@example.com,+1-642-311-8749x004,072 Gwendolyn Street,Samanthaburgh,Alaska,37624,USA,2025-04-18,Basic,True
1415,Carolyn,Smith,qroberts@example.org,(710)770-4310,15887 Williams Mall,Port Ryanstad,Tennessee,15674,USA,2024-08-27,Premium,True
1416,Darren,Boyd,sharon56@example.org,001-351-742-7702,611 Martinez Common,Thompsonfort,Connecticut,34062,USA,2024-07-12,Basic,True
1417,Karen,Jensen,daniel61@example.net,(350)447-2553x10737,72508 Flores Stream,West Sara,Oklahoma,68338,USA,2025-01-06,Basic,True
1418,Jennifer,Johnson,icraig@example.com,001-633-260-1099x93191,981 Mary Wall,Davidville,Pennsylvania,18289,USA,2025-06-30,Basic,True
1419,Jaclyn,Sparks,zacharywest@example.com,001-415-894-9254x3450,2738 Garrett Walk Suite 648,North Benjaminland,Wyoming,22922,USA,2025-04-16,Basic,True
1420,Danielle,Taylor,rhernandez@example.org,9679779836,70824 Wesley Turnpike,Lake Michael,Virginia,91545,USA,2025-12-01,Basic,True
1421,Olivia,Lee,holdershawn@example.org,2823366162,95126 Brown Springs Suite 961,Port Tamaraside,Louisiana,00716,USA,2025-07-09,Standard,False
1422,John,Johnson,dominiquepowers@example.com,(273)860-8633x3995,676 Laura Junctions Suite 080,West Marieton,Utah,80247,USA,2024-03-14,Standard,True
1423,Amy,Williams,michaelholt@example.net,001-680-555-6441x99412,60502 Scott Course Apt. 814,South Trevor,Kentucky,80443,USA,2024-02-13,Standard,True
1424,Joel,Monroe,colejoshua@example.net,617-567-5500,3157 Newman Shores Apt. 295,Lake Amandaside,Montana,05190,USA,2026-01-06,Premium,False
1425,James,Aguilar,rogercarter@example.com,656.575.3515x347,0812 Stephen Cape,East Travisland,Alabama,15662,USA,2024-02-04,Standard,True
1426,John,Thomas,shawmelanie@example.com,960-799-0975,6190 Beard Green,Josephton,Louisiana,29780,USA,2025-10-03,Basic,True
1427,Brittany,Garner,brobbins@example.net,(722)677-2610,60284 Kelly Isle,North Jasmine,Pennsylvania,42059,USA,2024-11-25,Standard,False
1428,Amber,Stokes,morgan99@example.org,297.445.3918,487 Miller Route,Kevinbury,Washington,94361,USA,2025-11-21,Standard,True
1429,Jeffrey,Lowe,ymckee@example.net,+1-809-508-5753x7947,342 Alexander Heights,Lake Tony,Michigan,21088,USA,2025-11-20,Basic,True
1430,James,Ross,stewartkristine@example.org,367-260-8960,5897 Janice Curve Suite 658,Port Barbara,Oklahoma,43708,USA,2024-08-14,Premium,True
1431,Jacqueline,Rangel,jennifer50@example.net,898.263.8346,4986 Derrick Station,Leonbury,Idaho,90590,USA,2025-04-08,Basic,True
1432,Jenna,Walker,cooperselena@example.org,307.791.9048x7860,334 Jones Rest,New Victoria,West Virginia,33461,USA,2024-10-28,Basic,True
1433,Joshua,Miller,jamescrawford@example.net,547-442-5074,95007 West Way,Matthewton,Wyoming,42555,USA,2024-06-28,Basic,True
1434,Teresa,Flores,pmarquez@example.org,(373)836-1424x7415,95661 Romero Trafficway,Lake Joseph,Kansas,55102,USA,2024-09-23,Standard,True
1435,Amy,Jones,heathermaldonado@example.net,873.606.1460x1741,009 Mark Springs,Port Erica,Rhode Island,86323,USA,2026-01-17,Premium,False
1436,Ronald,Martinez,conniebrandt@example.com,376.554.0234x7145,0282 Cardenas Union Suite 529,Lake Nicholas,Mississippi,51421,USA,2024-06-19,Premium,True
1437,Shawn,Gill,emily40@example.org,001-649-489-3975x95536,094 Johnson Glens,Troyfurt,Minnesota,66604,USA,2025-12-13,Basic,False
1438,Jeanne,Harris,jonesanna@example.net,969.327.0438x852,834 Walker Curve Suite 385,Josephburgh,Louisiana,08455,USA,2024-06-02,Basic,True
1439,Christina,Cowan,lori80@example.com,001-568-686-9890x876,2477 Daniel Mission,Leeside,Colorado,45246,USA,2025-12-23,Basic,False
1440,Richard,Combs,vmoore@example.com,667.213.8731,91666 Roger Inlet,Williamsonside,North Dakota,95263,USA,2025-04-25,Basic,False
1441,Dawn,Reynolds,vjackson@example.org,222.947.9224x76867,7148 Stevens Divide,Stephenstad,Vermont,23115,USA,2024-06-30,Basic,True
1442,Sue,Barajas,zavalaanthony@example.net,441.637.3454,15582 Stacy Point Apt. 951,Davistown,New Hampshire,03910,USA,2025-01-04,Standard,True
1443,Stephen,Delgado,margaretwilson@example.org,(545)738-3364x2550,21012 Gould Square,Hayesland,Maine,76434,USA,2025-05-04,Standard,True
1444,Elizabeth,Howard,oruiz@example.org,001-370-656-8258x320,4563 Golden Ridges,South Vincent,Kansas,55466,USA,2025-06-07,Basic,True
1445,Melissa,Evans,jennifer98@example.org,2638267392,2942 Katelyn Corners,West Sean,Indiana,84688,USA,2025-09-15,Basic,True
1446,Latasha,Peterson,eguzman@example.net,(309)493-8721,82998 Briana View,North Migueltown,Wyoming,87856,USA,2025-09-30,Basic,True
1447,Erica,Richardson,shelby76@example.org,(280)368-0304x00546,43360 Snyder Flat,North Jill,Connecticut,16192,USA,2026-01-08,Standard,True
1448,Valerie,Adams,christine92@example.net,379-519-6909,1765 Andrew Ville Suite 948,Port Raymond,Oregon,04078,USA,2025-12-24,Premium,True
1449,Natalie,Jones,rodriguezchristopher@example.net,760.596.4394,732 Aaron Prairie Suite 015,West James,South Dakota,04298,USA,2024-11-06,Premium,True
1450,Jeffrey,Bauer,tammy24@example.net,+1-688-880-4970,555 Felicia Port Apt. 240,Patriciamouth,Wisconsin,88609,USA,2025-10-01,Standard,True
1451,Keith,Miller,mikeknight@example.net,2387916677,85868 Jose Field,Drewtown,Arizona,67973,USA,2025-07-11,Basic,False
1452,Donna,Matthews,markbuck@example.net,+1-957-583-9803x7037,05886 Stone Ford,South Johnathanmouth,Oklahoma,10677,USA,2025-10-18,Standard,True
1453,Jacob,Proctor,heather14@example.org,701-681-3617x00048,234 Alan Stream,Erikaburgh,Massachusetts,43339,USA,2025-12-19,Basic,False
1454,John,Armstrong,marcusward@example.org,441-329-8701x093,94176 Daniel Vista Suite 832,Karenton,Rhode Island,53745,USA,2025-09-06,Standard,True
1455,Matthew,Sherman,ili@example.org,(269)348-1001x1233,9655 Santos Gardens Apt. 383,Wagnerville,Maine,32069,USA,2024-09-27,Standard,True
1456,Juan,Macdonald,lauriejohnson@example.com,690-453-8905x950,8362 Cisneros Overpass,North Anthony,North Carolina,64786,USA,2024-06-24,Basic,True
1457,Steven,Ashley,ashleymarissa@example.com,001-715-379-8155,552 Scott Road Suite 221,Gonzalezside,Maryland,19054,USA,2024-08-25,Standard,True
1458,Kimberly,Mendoza,ashleybrown@example.org,5296172651,45781 Daniel Lake,Taylorstad,Iowa,08438,USA,2024-07-20,Premium,True
1459,Bruce,Taylor,robinsonalexis@example.org,514.964.4214,055 Joanne Neck Suite 026,Lake Kevinmouth,Montana,82152,USA,2026-01-28,Standard,False
1460,Debra,Salazar,wdominguez@example.com,+1-896-941-1350x76499,763 Annette Parkways,North Scottville,South Carolina,37552,USA,2025-02-23,Basic,True
1461,Lee,Barrett,cynthia20@example.org,527-504-2259,81433 Richard Club,Mercerfort,Maryland,89395,USA,2024-09-27,Standard,True
1462,Rhonda,Gutierrez,hwilliams@example.org,+1-589-251-1157x872,1558 Smith Locks,Davidfurt,Idaho,95384,USA,2025-11-15,Standard,True
1463,Kevin,Robles,jennifer93@example.com,747-987-5080,78444 Bruce Street,Bryanhaven,Rhode Island,33988,USA,2024-06-13,Premium,False
1464,Joshua,Giles,nlawson@example.com,(860)344-8671x1881,773 Colon Mountain,Briannamouth,North Dakota,97606,USA,2024-09-15,Basic,False
1465,Nicholas,Martinez,heatherallen@example.net,+1-618-781-5675x4135,797 Jennifer Rapid Apt. 770,Crystalstad,Michigan,28088,USA,2024-02-22,Standard,False
1466,Vickie,Jones,dalereilly@example.org,(772)859-2129,240 Diaz Turnpike Apt. 517,Robertsside,Minnesota,57002,USA,2024-10-08,Standard,False
1467,Eric,Santos,rita43@example.com,628-822-0220x4106,2652 Stephanie Wells,Lake Joshuamouth,Nebraska,06674,USA,2025-05-30,Standard,True
1468,Robert,Sampson,cjackson@example.org,001-432-219-5693,065 Randy Port Suite 158,Josephstad,Florida,28998,USA,2024-12-06,Premium,True
1469,John,Meadows,garciajulia@example.org,+1-420-389-6760x40623,75196 Garza Fall Suite 058,Gomezland,Louisiana,89465,USA,2025-10-12,Premium,True
1470,Jason,Roach,antonioserrano@example.com,910.677.2228,936 Randolph Expressway Suite 017,Rollinsfort,Texas,69941,USA,2025-01-16,Premium,True
1471,Stephanie,Whitehead,wilsonbryce@example.org,4524923835,7504 Flynn Unions,South Deniseburgh,Kentucky,37025,USA,2025-04-04,Premium,True
1472,Erin,Ross,robert41@example.net,(561)565-5427,21461 Salazar Summit Apt. 476,North Eduardochester,Texas,99833,USA,2025-06-19,Premium,False
1473,Debra,Richardson,christopher04@example.org,470.529.6705x0356,46456 Kelly Trace Suite 119,South Lukefurt,Washington,31344,USA,2024-06-17,Basic,False
1474,Michelle,Nunez,wjacobs@example.org,978-451-2592,9422 Nicole Rest,West John,Kentucky,09766,USA,2025-04-05,Basic,True
1475,Scott,Gibbs,ylevy@example.org,265.972.2458x8366,40833 Dixon Lock,West Marthashire,Idaho,51496,USA,2024-12-20,Basic,True
1476,Alexandra,Reyes,weaverandrew@example.net,(565)830-0022x750,7092 Jimmy Forges,Solisview,Georgia,89920,USA,2024-04-28,Standard,True
1477,Jason,Kennedy,fholloway@example.net,792.626.8949,6293 Shelby Street,East Karen,Alaska,89504,USA,2025-02-02,Basic,True
1478,Glenn,Rangel,caseychristina@example.com,+1-281-661-8098x098,336 Samuel Grove,Markberg,Idaho,63927,USA,2024-11-07,Basic,False
1479,Carrie,Taylor,ihall@example.net,001-372-822-1553x250,97451 Janet Locks,Lisaland,Nevada,01053,USA,2025-04-01,Basic,True
1480,Raymond,Hampton,martha51@example.org,896.860.5752,1181 Rita Dale Apt. 723,New Jenniferside,Kentucky,52879,USA,2024-10-15,Standard,True
1481,Sara,Dalton,bpineda@example.net,001-385-816-7655x999,760 Devin Lane Suite 499,Ginaport,Kansas,59524,USA,2025-07-03,Basic,True
1482,Adam,Adams,terri49@example.org,(426)631-7774x42221,197 Teresa Course,East Jonathanborough,Connecticut,59968,USA,2024-10-12,Standard,True
1483,Craig,Stanley,amber85@example.org,833.527.1045x35135,17191 Hall Valley Apt. 547,Lake Michaelview,Indiana,32365,USA,2026-01-29,Standard,True
1484,Danielle,Hunter,mariorodriguez@example.com,+1-692-720-6829,84571 Berry Spur,Port Annehaven,Colorado,56497,USA,2025-09-01,Standard,True
1485,Gregory,Pugh,danielturner@example.org,001-865-313-3861x3674,60543 Shawn Brooks Suite 367,East Tyroneview,New Mexico,01033,USA,2024-12-22,Standard,True
1486,Catherine,Rocha,sylvia12@example.org,489.240.6972x967,86293 Christina Coves Suite 787,Juliaside,Missouri,90973,USA,2024-08-20,Premium,True
1487,Travis,Green,lawsondouglas@example.com,(631)575-5046x161,39726 Rogers Key Suite 690,Christopherberg,Minnesota,87018,USA,2025-09-08,Basic,True
1488,Bryan,Gomez,rileysimon@example.org,955.528.8231x32996,58599 Monica Mountain Suite 638,Williamfurt,Virginia,86683,USA,2025-04-24,Basic,False
1489,Earl,Cook,jeremy63@example.com,(728)771-1716x5359,450 Wade Pike,Wayneberg,Rhode Island,35060,USA,2025-03-25,Premium,True
1490,Robert,Casey,lawsonjessica@example.net,(685)554-1793,9142 Michael Inlet,New Richardfurt,Georgia,41301,USA,2026-01-08,Premium,True
1491,Douglas,Finley,troy04@example.org,001-952-977-0354x76630,1090 Padilla Knoll Apt. 940,Jacksonbury,Louisiana,53996,USA,2024-04-21,Premium,True
1492,Michael,Williams,josephbryan@example.org,429.722.0925x13900,14747 Christina Centers,Yvettemouth,Florida,32041,USA,2025-02-10,Basic,True
1493,William,Benson,kingsusan@example.com,(574)556-8442x633,651 Jamie Highway Apt. 082,Christopherton,Delaware,55844,USA,2025-10-11,Basic,True
1494,Brandon,Stanley,doris49@example.org,559.634.1773,071 Marilyn Courts,North Lauren,Texas,02712,USA,2025-12-20,Standard,True
1495,Ryan,Lopez,suzannejones@example.com,881.910.8023x883,257 Allen Knolls,Collinsland,California,79894,USA,2025-06-25,Standard,True
1496,Erin,Bailey,hbenson@example.com,699.462.4023,17591 Flores Rest,New Dawnborough,South Carolina,88959,USA,2024-11-11,Basic,True
1497,Katie,Taylor,ngilbert@example.com,491.906.7333,3480 Heather Ports Suite 689,East Sydney,Mississippi,72307,USA,2024-10-27,Premium,False
1498,Jenny,Stevenson,joneserin@example.org,+1-254-744-8479x2074,870 Erika Extension,Lake Denisemouth,Michigan,81155,USA,2025-05-22,Premium,True
1499,Brian,Cooper,kaitlin98@example.org,001-510-932-0410,102 Jackson Junctions,Murphystad,Delaware,20916,USA,2025-01-02,Basic,True
1500,Jason,Brown,snydercatherine@example.net,001-433-302-2517x6668,4621 Jason Lakes,Annastad,Montana,46436,USA,2024-12-06,Basic,True
1501,Erik,Carpenter,carlaswanson@example.net,5999441475,78256 Hammond Knoll Suite 476,Silvamouth,Utah,65599,USA,2025-02-13,Premium,True
1502,Jennifer,Morris,dhensley@example.com,499.764.5115x905,704 Roger Lane Suite 950,Port Kimberlyfurt,Nebraska,01382,USA,2025-07-23,Basic,True
1503,Stephanie,Price,williamjohnson@example.com,462-475-0209,12380 Beverly Spring Suite 462,Graymouth,Washington,13073,USA,2025-12-21,Premium,False
1504,Monica,Dixon,brittany71@example.com,+1-712-695-4589x38533,9535 Thomas Plaza,Pearsonmouth,Colorado,17507,USA,2024-02-07,Standard,True
1505,Ashley,Williams,crawfordkevin@example.net,331.211.4963x360,045 Reid Cove Suite 400,Christinastad,Wyoming,68635,USA,2024-07-12,Basic,True
1506,Jose,Chambers,michael42@example.org,8427084182,078 Thompson Isle Apt. 541,Victoriaville,Rhode Island,06812,USA,2025-04-22,Basic,False
1507,Jamie,Wood,amalone@example.com,001-560-761-6941,84836 Good Tunnel,Briannastad,Ohio,21488,USA,2025-02-12,Standard,False
1508,Steven,Brown,iaguilar@example.org,(891)356-9490x60827,23512 Sandra Track,Michaelshire,Virginia,50798,USA,2025-04-30,Premium,True
1509,Daniel,Lynn,qharris@example.net,338-556-3375x984,870 Ann Corners Apt. 133,Bishopburgh,Indiana,26982,USA,2024-04-14,Standard,True
1510,Joseph,Jackson,sotoscott@example.net,212.378.7963x387,220 Herbert Center,Julianport,Texas,94388,USA,2024-08-05,Basic,True
1511,Michelle,Rodriguez,xrobertson@example.net,464-795-7104,28422 Hubbard Parks,Lake Davidbury,South Dakota,13041,USA,2024-08-05,Standard,False
1512,Troy,Lowe,jonathanwalker@example.org,879-425-1733x35813,15297 Tran Heights,Thompsonland,Missouri,59704,USA,2024-02-08,Standard,True
1513,Cynthia,Butler,palmersierra@example.org,307-566-4536x292,11344 Weaver Spurs Suite 092,Port Marciaport,North Carolina,77237,USA,2026-01-24,Basic,True
1514,Brittney,Kelly,jill72@example.com,572-604-7442x1756,6514 Green Manor,Toddhaven,California,38827,USA,2025-08-29,Basic,False
1515,Louis,Stewart,uevans@example.org,+1-693-404-3178,91369 Peterson Pine,New Jason,New York,63902,USA,2025-12-28,Basic,True
1516,Yvonne,Goodman,xrojas@example.com,(524)612-5038,47223 Mcintyre Cape,Evansland,Rhode Island,63810,USA,2024-10-27,Premium,False
1517,Jay,Woods,chasejoel@example.org,+1-798-587-7335x210,5826 Erik Corners Suite 510,Kathyshire,Virginia,90819,USA,2025-04-26,Premium,False
1518,Zachary,Mckinney,roserhonda@example.net,+1-642-581-7834x206,955 Lisa Flat,West Anne,New Jersey,93861,USA,2024-04-18,Premium,False
1519,Kayla,Wallace,nelsonmaria@example.net,+1-832-542-4300x91731,43087 Kevin Neck,Port Ashley,Alaska,64194,USA,2024-05-04,Standard,True
1520,Paula,Miller,michaelharvey@example.net,001-469-910-2419,4952 Scott Ports,West Douglasside,Indiana,11676,USA,2024-04-11,Standard,True
1521,Sarah,Cunningham,whunter@example.org,(965)801-8005x44027,23162 Bridges Land,North Tonyatown,Indiana,51086,USA,2025-12-01,Basic,True
1522,Robert,Medina,pcallahan@example.net,001-273-484-7184x58163,91823 Lee Walk,Stantonmouth,Delaware,12739,USA,2024-05-20,Basic,False
1523,Caitlin,Boyd,manningjamie@example.net,202-862-3705,482 Moore Drives Apt. 546,Stephanieview,New York,49791,USA,2024-07-23,Standard,True
1524,Lisa,Reynolds,phillipsmichael@example.net,9364535423,6762 Robert Square Suite 617,Dawnshire,Alabama,36872,USA,2025-10-19,Premium,True
1525,Michael,Walton,katelynphillips@example.org,001-205-896-4254x978,71960 Kelly Terrace Suite 311,Williamsstad,Missouri,45487,USA,2024-08-02,Basic,False
1526,Pamela,Knight,jacob11@example.net,+1-254-824-0150x4379,835 Stafford Parkway,South Jose,Kentucky,83554,USA,2025-04-13,Premium,True
1527,Shane,Cannon,xandrews@example.net,942.754.2904x3682,497 Brown Square Suite 867,Port Logan,Arkansas,67555,USA,2024-04-25,Premium,False
1528,Matthew,Smith,hrichmond@example.net,001-494-951-1932x46719,37100 Jessica Road Suite 963,Charlesside,New York,46489,USA,2025-01-18,Standard,True
1529,Brian,Harris,bobhiggins@example.com,930-414-4641,03675 Paul Tunnel Apt. 289,Billland,New Jersey,10673,USA,2025-11-09,Standard,True
1530,Jake,Johnson,stefaniewashington@example.net,918.546.7908x773,9275 Tracy Loop,North Bradleyfurt,South Dakota,80357,USA,2026-01-10,Basic,True
1531,Denise,Ramos,brett97@example.org,283-825-6618,85370 Victor Village,North Adamberg,Wisconsin,18912,USA,2024-05-14,Basic,True
1532,Jenny,Jackson,ncastro@example.net,5516011816,67698 Cameron Canyon,West Christinaland,Colorado,56278,USA,2024-07-29,Premium,True
1533,Mary,Hansen,michaelbradley@example.com,001-429-758-6167x21170,9655 Teresa Squares Suite 218,West Martha,Kentucky,83930,USA,2025-03-15,Premium,True
1534,Brent,Dominguez,christine50@example.org,624-926-3352x3175,32020 Davis Ford Apt. 031,Colemouth,Louisiana,40769,USA,2025-03-10,Standard,True
1535,Nicole,Thompson,fspencer@example.org,+1-900-849-6309x666,602 Dougherty Inlet,Lake Bobfort,Delaware,54899,USA,2024-09-20,Standard,True
1536,Lydia,Larson,vanessa58@example.com,001-446-957-7137x1534,287 Dustin Tunnel,Port Taylor,Missouri,56370,USA,2024-10-07,Premium,False
1537,Jonathan,Gross,david49@example.com,(745)640-3002x14366,88232 Kevin Isle Apt. 356,Robertsonburgh,Florida,69163,USA,2025-05-12,Basic,True
1538,Sylvia,Hubbard,kaylee54@example.net,+1-320-739-8013x3761,0141 Sara Knolls Apt. 623,West Johnview,Hawaii,72435,USA,2024-03-29,Basic,True
1539,Daniel,Gardner,kmorgan@example.org,(239)375-0579x2151,94430 Donald Oval,East Karen,Utah,49662,USA,2024-10-19,Standard,True
1540,Randy,Roberts,oday@example.org,+1-808-526-3267,43107 Perez Ranch,Riddleview,Connecticut,35383,USA,2025-11-23,Basic,True
1541,Tiffany,Lopez,dennis30@example.com,+1-746-614-3838x16742,8474 Angela Prairie,Tracymouth,Florida,67124,USA,2025-05-04,Premium,True
1542,Todd,Colon,matthew97@example.net,+1-298-622-4554,00149 Wilson Trace,Griffinmouth,Louisiana,49228,USA,2024-07-13,Standard,True
1543,Ariel,Huff,griffithscott@example.net,+1-766-526-9233,25539 Valencia Falls,Richardborough,New Jersey,64397,USA,2025-07-05,Premium,True
1544,Julie,Garcia,eric58@example.net,701.531.1175x1733,49215 Matthew Prairie Suite 438,Blackwellfort,California,60480,USA,2026-01-25,Basic,False
1545,Casey,Morris,michaelhorton@example.net,+1-891-605-4825x62739,316 Katrina Alley,New Robert,Ohio,87167,USA,2025-08-16,Premium,True
1546,Jane,Grant,elizabethkennedy@example.com,753-267-2097,9912 Church Street Suite 859,Kellychester,Maine,75455,USA,2024-08-03,Basic,True
